contract_start,contract_end,contract_type,rent_recurrence,building_raw,building_name,unit_number,annualized_rent,size_sqft,bedrooms,floor_level,view
2016-10-20,2017-10-19,Rental Contracts,New Contract,Grandeur Residences Maurya,Marina Residences,C301,125000.0,1754.52,2.0,3,Sea View / Garden View
2016-10-20,2017-10-19,Rental Contracts,Renewal,Golden Mile 04,Golden Mile,4102,150000.0,2098.96,2.0,1,Community View / Garden View
2016-10-20,2017-10-19,Rental Contracts,Renewal,Marina Residences 1,Al Ramth,1005,195000.0,2529.52,3.0,10,Sea View / Palm Jumeirah
2016-10-20,2017-10-19,Rental Contracts,Renewal,Jumeirah Zabeel Saray (Rixos Ottoman Palace),,14,73216.0,77200.95,,G,Sea View / Garden View
2016-10-20,2017-10-19,Rental Contracts,New Contract,Shoreline - Hamri,Al Hamri,408,150000.0,1550.0,2.0,4,Park View / Community View
2016-10-20,2017-10-19,Rental Contracts,New Contract,Palm Views East,,201,75000.0,548.96,0.0,2,Sea View / Palm Jumeirah
2016-10-20,2017-10-19,Rental Contracts,Renewal,Shoreline - Habool,Al Habool,504,115500.0,1140.97,1.0,5,Park View / Community View
2016-10-20,2017-10-19,Rental Contracts,Renewal,Tiara - Emerald,Tiara Residences,601,181912.0,1677.02,2.0,6,Sea View / Community View
2016-10-20,2017-10-19,Rental Contracts,Renewal,Shoreline - Msalli,Al Msalli,1005,120000.0,1550.0,2.0,LP,Sea View / Beach View
2016-10-20,2017-10-19,Rental Contracts,Renewal,Shoreline - Basri,Al Basri,210,200000.0,2163.54,3.0,2,Sea View / Beach View
2016-10-20,2017-10-19,Rental Contracts,New Contract,Tiara - Emerald,Tiara Residences,101,250000.0,1679.17,2.0,1,Sea View / Community View
2016-10-20,2017-10-19,Rental Contracts,New Contract,Grandeur Residences Maurya,Marina Residences,B402,180000.0,2507.99,2.0,4,Sea View / Garden View
2016-10-20,2017-10-19,Rental Contracts,Renewal,Shoreline - Hamri,Al Hamri,811,175000.0,2185.07,3.0,8,Sea View / Street View
2016-10-20,2017-10-19,Rental Contracts,New Contract,Marina Residences 1,Al Ramth,1211,165000.0,2019.09,2.0,12,Sea View / Palm Jumeirah
2016-10-20,2017-10-19,Rental Contracts,New Contract,Marina Residences 1,Al Ramth,1303,160000.0,1777.98,2.0,13,Sea View / Palm Jumeirah
2016-10-20,2017-10-19,Rental Contracts,New Contract,Shoreline - Dabas,,406,200000.0,1991.32,2.0,4,Sea View / Beach View
2016-10-20,2017-10-19,Rental Contracts,Renewal,Golden Mile 04,Golden Mile,4101,120000.0,1302.43,1.0,1,Community View / Garden View
2016-10-20,2017-10-19,Rental Contracts,New Contract,Marina Residences 2,Al Nabat,901,150000.0,1872.92,2.0,9,Sea View / Palm Jumeirah
2016-10-19,2017-10-18,Rental Contracts,New Contract,Tiara - Sapphire,Tiara Residences,903,153000.0,1295.97,1.0,9,Sea View / Community View
2016-10-19,2017-10-18,Rental Contracts,New Contract,Marina Residences 4,Al Mashraba,1008,160000.0,1743.75,2.0,10,Sea View / Palm Jumeirah
2016-10-18,2017-10-17,Rental Contracts,New Contract,Marina Residences 4,Al Mashraba,1209,175000.0,1776.04,2.0,12,Sea View / Palm Jumeirah
2016-10-18,2017-10-17,Rental Contracts,Renewal,Shoreline - Nabat,Al Nabat,502,210000.0,2215.96,3.0,5,Street View / Community View
2016-10-18,2017-10-17,Rental Contracts,New Contract,Marina Residences 3,Al Murjan,608,140000.0,1743.75,2.0,6,Sea View / Palm Jumeirah
2016-10-18,2017-10-17,Rental Contracts,New Contract,Oceana - Pacific,Oceana,806,200000.0,1711.46,2.0,9,Sea View / Garden View
2016-10-18,2017-10-17,Rental Contracts,Renewal,Marina Residences 4,Al Mashraba,304,155000.0,1862.15,2.0,3,Sea View / Palm Jumeirah
2016-10-18,2017-10-17,Rental Contracts,New Contract,The Fairmont Palm North Residences,The Fairmont Palm Residences,210,115000.0,1689.93,1.0,2,Community View / Garden View
2016-10-18,2017-10-17,Rental Contracts,Renewal,Shoreline - Hallawi,Al Hallawi,307,180000.0,2002.09,2.0,3,Park View / Community View
2016-10-18,2017-10-17,Rental Contracts,New Contract,Oceana - Atlantic,Oceana,405,265000.0,2281.95,3.0,5,Sea View / Garden View
2016-10-18,2017-10-17,Rental Contracts,New Contract,Tiara - Ruby,Tiara Residences,601,210000.0,1677.02,2.0,6,Sea View / Community View
2016-10-17,2017-10-16,Rental Contracts,Renewal,Garden Homes Frond D (Al Barhi),Al Basri,PJFRD050,405000.0,5000.05,4.0,,
2017-04-17,2017-10-16,Rental Contracts,Renewal,Marina Residences 2,Al Nabat,1009,165000.0,1776.04,2.0,10,Sea View / Palm Jumeirah
2016-10-17,2017-10-16,Rental Contracts,Renewal,Marina Residences 5,Al Khayali,609,170000.0,1732.99,2.0,6,Sea View / Palm Jumeirah
2016-10-17,2017-10-16,Rental Contracts,New Contract,Azure Residences,Marina Residences,907,140000.0,1142.05,1.0,9,Sea View / -
2016-10-17,2017-10-16,Rental Contracts,Renewal,Tiara - Sapphire,Tiara Residences,304,130095.0,1298.99,1.0,3,Sea View / Community View
2015-10-17,2017-10-16,Rental Contracts,New Contract,The Fairmont Palm South Residences,The Fairmont Palm Residences,228,300000.0,3541.32,3.0,2,
2016-10-17,2017-10-16,Rental Contracts,New Contract,Shoreline - Basri,Al Basri,208,140000.0,1550.0,2.0,2,Sea View / Beach View
2016-10-16,2017-10-15,Rental Contracts,Renewal,Signature Villas Frond A (Al Fardh),Al Fahad,PJFRA013,776500.0,6999.98,5.0,,
2016-10-16,2017-10-15,Rental Contracts,New Contract,Marina Residences 3,Al Murjan,504,160000.0,1743.75,2.0,5,Sea View / Palm Jumeirah
2016-10-16,2017-10-15,Rental Contracts,New Contract,Oceana - Adriatic,Oceana,203,150000.0,1338.17,1.0,3,Sea View / Garden View
2016-10-15,2017-10-15,Rental Contracts,New Contract,Garden Homes Frond B (Al Khalas),Al Ghaf,PJFRB113,523592.0,5343.95,5.0,,
2016-10-16,2017-10-15,Rental Contracts,New Contract,Shoreline - Msalli,Al Msalli,203,180000.0,2152.78,3.0,2,Sea View / Beach View
2016-10-16,2017-10-15,Rental Contracts,New Contract,Shoreline - Dabas,,1003,270000.0,2142.02,3.0,LP,Sea View / Beach View
2016-10-16,2017-10-15,Rental Contracts,New Contract,Tiara - Ruby,Tiara Residences,806,200000.0,1679.17,2.0,8,Sea View / Community View
2016-10-16,2017-10-15,Rental Contracts,Renewal,Oceana - Aegean,Oceana,1006,200000.0,1711.46,2.0,11,Sea View / Community View
2016-10-16,2017-10-15,Rental Contracts,New Contract,Tiara - Sapphire,Tiara Residences,D01,170000.0,1677.02,2.0,DCK,Sea View / Community View
2016-10-16,2017-10-15,Rental Contracts,New Contract,Shoreline - Shahla,,1004,112000.0,1140.97,1.0,LP,Park View / Community View
2016-10-16,2017-10-15,Rental Contracts,New Contract,Shoreline - Msalli,Al Msalli,510,195000.0,2152.78,3.0,5,Sea View / Beach View
2016-10-15,2017-10-14,Rental Contracts,Renewal,The Fairmont Palm North Residences,The Fairmont Palm Residences,219,200000.0,1722.22,2.0,2,Sea View / Beach View
2016-10-15,2017-10-14,Rental Contracts,Renewal,Oceana - Baltic,Oceana,906,190000.0,1711.46,2.0,10,Sea View / Community View
2016-10-15,2017-10-14,Rental Contracts,New Contract,Emerald Kempinski Palm Jumeirah Residences & Hotel,Kempinski Residences,303,200000.0,1765.28,2.0,3,Sea View / Garden View
2016-10-15,2017-10-14,Rental Contracts,Renewal,Shoreline - Shahla,,911,210000.0,2185.07,3.0,9,Sea View / Street View
2016-10-15,2017-10-14,Rental Contracts,New Contract,Garden Homes Frond M (Al Sefri),Al Seef,PJFRM125,550000.0,6000.01,4.0,,
2016-10-15,2017-10-14,Rental Contracts,New Contract,Shoreline - Al Khudrawi,Al Shirawi,104,130000.0,1140.97,1.0,1,Sea View / Beach View
2016-10-15,2017-10-14,Rental Contracts,New Contract,Shoreline - Dabas,,611,180000.0,2185.07,3.0,6,Street View / Community View
2016-10-15,2017-10-14,Rental Contracts,New Contract,Oceana - Baltic,Oceana,1204,150000.0,1334.72,1.0,13,Sea View / Community View
2016-10-15,2017-10-14,Rental Contracts,New Contract,Shoreline - Haseer,,PH11,185000.0,2181.95,3.0,10,Street View / Community View
2016-10-15,2017-10-14,Rental Contracts,New Contract,Golden Mile 06,Golden Mile,6412,195000.0,2421.88,3.0,4,Community View / Garden View
2016-10-15,2017-10-14,Rental Contracts,Renewal,Oceana - Baltic,Oceana,PR02,184504.0,2443.41,2.0,B1,Sea View / Community View
2016-10-15,2017-10-14,Rental Contracts,New Contract,Golden Mile 06,Golden Mile,6310,195000.0,1797.57,2.0,3,Community View / Garden View
2016-10-15,2017-10-14,Rental Contracts,Renewal,Shoreline - Habool,Al Habool,801,150000.0,1593.06,2.0,8,Sea View / Street View
2016-10-15,2017-10-14,Rental Contracts,Renewal,Oceana - Southern,Oceana,905,250000.0,2281.95,3.0,10,Sea View / Community View
2016-10-15,2017-10-14,Rental Contracts,New Contract,Shoreline - Habool,Al Habool,309,100000.0,1140.97,1.0,3,Park View / Community View
2016-10-15,2017-10-14,Rental Contracts,New Contract,Shoreline - Khushkar,Al Khushkar,1112,150000.0,1593.06,2.0,11,Sea View / Street View
2016-10-15,2017-10-14,Rental Contracts,Renewal,Grandeur Residences Maurya,Marina Residences,BG04,195000.0,2464.93,2.0,G,Sea View / Garden View
2016-10-15,2017-10-14,Rental Contracts,New Contract,Shoreline - Khushkar,Al Khushkar,603,190000.0,2158.92,3.0,6,Park View / Community View
2016-10-15,2017-10-14,Rental Contracts,New Contract,Shoreline - Basri,Al Basri,905,181000.0,1550.0,2.0,9,Sea View / Beach View
2016-10-15,2017-10-14,Rental Contracts,New Contract,Tiara - Emerald,Tiara Residences,204,145000.0,1291.67,1.0,2,Sea View / Community View
2016-10-15,2017-10-14,Rental Contracts,New Contract,The Fairmont Palm North Residences,The Fairmont Palm Residences,804,150000.0,1334.72,1.0,8,Community View / Garden View
2016-10-15,2017-10-14,Rental Contracts,New Contract,Golden Mile 05,Golden Mile,5107,140000.0,1937.5,2.0,1,Community View / Garden View
2016-10-15,2017-10-14,Rental Contracts,New Contract,Shoreline - Tamr,,J1,90000.0,721.18,1.0,1,Park View / Community View
2016-10-15,2017-10-14,Rental Contracts,New Contract,Golden Mile 01,Golden Mile,1110,165000.0,2604.86,2.0,1,Community View / Garden View
2016-10-15,2017-10-14,Rental Contracts,New Contract,Royal Amwaj South,,513,150000.0,1162.5,1.0,5,Sea View / Pool View
2016-10-15,2017-10-14,Rental Contracts,New Contract,Golden Mile 05,Golden Mile,5602,160000.0,1797.57,2.0,6,Community View / Garden View
2016-10-15,2017-10-14,Rental Contracts,New Contract,Tiara - Emerald,Tiara Residences,501,280000.0,1679.17,2.0,5,Sea View / Community View
2016-10-15,2017-10-14,Rental Contracts,New Contract,Shoreline - Hallawi,Al Hallawi,912,135000.0,1582.29,2.0,9,Sea View / Street View
2016-10-15,2017-10-14,Rental Contracts,New Contract,Shoreline - Tamr,,401,150000.0,1582.29,2.0,4,Sea View / Street View
2017-04-15,2017-10-14,Rental Contracts,Renewal,Golden Mile 01,Golden Mile,1312,212300.0,2421.88,3.0,3,Community View / Garden View
2016-10-14,2017-10-13,Rental Contracts,Renewal,The Fairmont Palm North Residences,The Fairmont Palm Residences,727,240000.0,1754.52,2.0,7,Sea View / Beach View
2017-09-14,2017-10-13,Rental Contracts,New Contract,Oceana - Caribbean,Oceana,604,150000.0,1334.72,1.0,7,Sea View / Garden View
2016-10-14,2017-10-13,Rental Contracts,Renewal,Shoreline - Tamr,,804,110250.0,1140.97,1.0,8,Park View / Community View
2016-10-14,2017-10-13,Rental Contracts,Renewal,Shoreline - Hamri,Al Hamri,308,155000.0,1550.0,2.0,3,Park View / Community View
2016-10-14,2017-10-13,Rental Contracts,New Contract,Shoreline - Basri,Al Basri,1006,210000.0,1991.32,2.0,10,Sea View / Beach View
2016-10-13,2017-10-12,Rental Contracts,New Contract,Shoreline - Shahla,,109,170000.0,2259.99,3.0,1,Park View / Community View
2016-10-13,2017-10-12,Rental Contracts,New Contract,Tiara - Emerald,Tiara Residences,404,145000.0,1291.67,1.0,4,Sea View / Community View
2016-10-13,2017-10-12,Rental Contracts,Renewal,Grandeur Residences Mughal,Marina Residences,B205,143000.0,1205.56,1.0,2,Sea View / Garden View
2016-10-13,2017-10-12,Rental Contracts,Renewal,Shoreline - Tamr,,209,120000.0,1140.97,1.0,2,Park View / Community View
2016-10-13,2017-10-12,Rental Contracts,Renewal,Marina Residences 6,Al Malak,109,161000.0,2045.03,2.0,1,Sea View / Palm Jumeirah
2016-10-13,2017-10-12,Rental Contracts,Renewal,Oceana - Aegean,Oceana,1206,200000.0,1711.46,2.0,13,Sea View / Community View
2016-10-13,2017-10-12,Rental Contracts,New Contract,The Fairmont Palm South Residences,The Fairmont Palm Residences,702,141000.0,1313.2,1.0,7,Community View / Garden View
2016-10-12,2017-10-11,Rental Contracts,New Contract,Marina Residences 4,Al Mashraba,G04,145000.0,2034.38,2.0,G,Sea View / Palm Jumeirah
2016-10-12,2017-10-11,Rental Contracts,Renewal,Shoreline - Hatmi,Al Hatmi,604,150000.0,1140.97,1.0,6,Sea View / Beach View
2016-10-10,2017-10-11,Rental Contracts,New Contract,Marina Residences 1,Al Ramth,1002,154171.0,1776.04,2.0,10,Sea View / Palm Jumeirah
2016-10-12,2017-10-11,Rental Contracts,New Contract,Tiara - Tanzanite,Tiara Residences,G03,140000.0,1356.25,1.0,G,Sea View / Community View
2016-10-12,2017-10-11,Rental Contracts,Renewal,Shoreline - Basri,Al Basri,808,181913.0,1550.86,2.0,8,Sea View / Beach View
2016-10-12,2017-10-11,Rental Contracts,New Contract,Golden Mile 06,Golden Mile,6505,160000.0,1808.34,2.0,5,Community View / Garden View
2016-10-12,2017-10-11,Rental Contracts,New Contract,Oceana - Baltic,Oceana,701,180000.0,1711.46,2.0,8,Sea View / Community View
2016-10-12,2017-10-11,Rental Contracts,Renewal,Shoreline - Haseer,,410,210000.0,2152.78,3.0,4,Sea View / Beach View
2016-09-12,2017-10-11,Rental Contracts,New Contract,Shoreline - Hallawi,Al Hallawi,1002,195000.0,2181.52,3.0,10,Sea View / Street View
2016-10-11,2017-10-10,Rental Contracts,New Contract,Shoreline - Abu Keibal,,301,130000.0,1582.29,2.0,3,Sea View / Street View
2016-10-11,2017-10-10,Rental Contracts,New Contract,Marina Residences 6,Al Malak,101,162750.0,1980.56,2.0,1,Sea View / Palm Jumeirah
2016-10-10,2017-10-09,Rental Contracts,New Contract,Grandeur Residences Maurya,Marina Residences,A105,160000.0,1754.52,2.0,1,Sea View / Garden View
2016-10-10,2017-10-09,Rental Contracts,Renewal,Garden Homes Frond D (Al Barhi),Al Basri,PJFRD081,350000.0,5000.05,4.0,,
2016-10-10,2017-10-09,Rental Contracts,New Contract,Golden Mile 09,Golden Mile,9209,170000.0,1786.81,2.0,2,Community View / Garden View
2016-10-10,2017-10-09,Rental Contracts,New Contract,Shoreline - Hamri,Al Hamri,102,150000.0,2217.36,3.0,1,Sea View / Street View
2016-10-10,2017-10-09,Rental Contracts,New Contract,Golden Mile 08,Golden Mile,8509,155000.0,1786.81,2.0,5,Community View / Garden View
2016-10-10,2017-10-09,Rental Contracts,Renewal,Tiara - Amber,Tiara Residences,103,136500.0,1295.97,1.0,2,Sea View / Community View
2016-10-10,2017-10-09,Rental Contracts,New Contract,Garden Homes Frond E (Al Bumaan),Al Malak,PJFRE016,380000.0,5460.96,5.0,,
2016-10-10,2017-10-09,Rental Contracts,New Contract,Shoreline - Anbara,Al Anbara,102,175000.0,2228.13,3.0,1,Sea View / Street View
2016-10-10,2017-10-09,Rental Contracts,Renewal,Shoreline - Jash Hamad,Jash Hamad,911,200000.0,2270.64,3.0,9,Sea View / Street View
2016-10-10,2017-10-09,Rental Contracts,New Contract,Garden Homes Frond E (Al Bumaan),Al Malak,PJFRE037,400000.0,5000.05,4.0,,
2016-10-10,2017-10-09,Rental Contracts,New Contract,Shoreline - Nabat,Al Nabat,106,210000.0,2002.09,2.0,1,Sea View / Beach View
2017-05-10,2017-10-09,Rental Contracts,New Contract,Shoreline - Sultana,Al Sultana,704,135000.0,1144.63,1.0,7,Sea View / Beach View
2017-07-10,2017-10-09,Rental Contracts,Renewal,Golden Mile 03,Golden Mile,G305,225000.0,3702.78,4.0,G,Community View / Garden View
2016-10-10,2017-10-09,Rental Contracts,New Contract,Golden Mile 04,Golden Mile,4201,120750.0,1302.43,1.0,2,Community View / Garden View
2016-10-10,2017-10-09,Rental Contracts,New Contract,Palma Residences,The Fairmont Palm Residences,5V065,350000.0,3417.54,5.0,,
2016-10-10,2017-10-09,Rental Contracts,New Contract,Shoreline - Hatmi,Al Hatmi,204,140000.0,1140.97,1.0,2,Sea View / Beach View
2016-10-10,2017-10-09,Rental Contracts,New Contract,Shoreline - Dabas,,1009,140000.0,1140.97,1.0,LP,Sea View / Beach View
2016-10-10,2017-10-09,Rental Contracts,New Contract,Club Vista Mare,Club Vista Mare,123,77000.0,602.78,0.0,1,Beach View / Sea View
2016-10-10,2017-10-09,Rental Contracts,New Contract,Shoreline - Al Das,Al Das,604,140000.0,1144.63,2.0,6,Sea View / Beach View
2017-04-10,2017-10-09,Rental Contracts,Renewal,Shoreline - Al Das,Al Das,909,150000.0,1144.63,2.0,9,Sea View / Beach View
2016-10-10,2017-10-09,Rental Contracts,New Contract,Tiara - Emerald,Tiara Residences,D03,140000.0,1291.67,1.0,D,Sea View / Community View
2016-10-10,2017-10-09,Rental Contracts,Renewal,Oceana - Baltic,Oceana,503,165000.0,1334.72,1.0,6,Sea View / Community View
2016-10-10,2017-10-09,Rental Contracts,New Contract,Tiara - Ruby,Tiara Residences,1103,150000.0,1291.67,1.0,11,Sea View / Community View
2016-10-09,2017-10-08,Rental Contracts,New Contract,Oceana - Baltic,Oceana,502,240000.0,2281.95,3.0,6,Sea View / Community View
2016-10-09,2017-10-08,Rental Contracts,Renewal,Shoreline - Shahla,,209,120000.0,1140.97,1.0,2,Park View / Community View
2016-10-09,2017-10-08,Rental Contracts,Renewal,Shoreline - Msalli,Al Msalli,1004,125000.0,1140.97,1.0,LP,Sea View / Beach View
2016-10-09,2017-10-08,Rental Contracts,New Contract,Shoreline - Al Das,Al Das,904,150000.0,1144.63,2.0,9,Sea View / Beach View
2016-10-09,2017-10-08,Rental Contracts,New Contract,Golden Mile 04,Golden Mile,4411,146000.0,1797.57,2.0,4,Community View / Garden View
2016-10-09,2017-10-08,Rental Contracts,New Contract,Shoreline - Al Das,Al Das,205,180000.0,1550.76,4.0,2,Sea View / Beach View
2016-10-09,2017-10-08,Rental Contracts,New Contract,Marina Residences 5,Al Khayali,1305,195000.0,2529.52,3.0,13,Sea View / Palm Jumeirah
2016-10-07,2017-10-08,Rental Contracts,New Contract,Golden Mile 08,Golden Mile,8210,150988.0,1797.57,2.0,2,Community View / Garden View
2016-10-08,2017-10-07,Rental Contracts,New Contract,Garden Homes Frond P (Al Sullaj),Al Sultana,PJFRP084,450000.0,5000.05,4.0,,
2016-10-08,2017-10-07,Rental Contracts,New Contract,Golden Mile 05,Golden Mile,5303,145000.0,1797.57,2.0,3,Community View / Garden View
2016-10-08,2017-10-07,Rental Contracts,Renewal,Royal Amwaj South,,615,170000.0,1162.5,1.0,6,Sea View / Pool View
2016-10-08,2017-10-07,Rental Contracts,New Contract,Marina Residences 4,Al Mashraba,1302,175000.0,1776.04,2.0,13,Sea View / Palm Jumeirah
2016-10-08,2017-10-07,Rental Contracts,New Contract,Golden Mile 06,Golden Mile,6703,250000.0,4682.3,,7,Community View / Garden View
2016-10-08,2017-10-07,Rental Contracts,Renewal,The Fairmont Palm North Residences,The Fairmont Palm Residences,520,235000.0,2002.09,2.0,5,Sea View / Beach View
2016-10-08,2017-10-07,Rental Contracts,Renewal,Marina Residences 2,Al Nabat,601,150000.0,1872.92,2.0,6,Sea View / Palm Jumeirah
2016-10-08,2017-10-07,Rental Contracts,New Contract,Shoreline - Al Khudrawi,Al Shirawi,204,125000.0,1140.97,1.0,2,Sea View / Beach View
2016-10-08,2017-10-07,Rental Contracts,New Contract,Marina Residences 2,Al Nabat,107,210000.0,2734.03,3.0,1,Sea View / Palm Jumeirah
2016-10-07,2017-10-06,Rental Contracts,New Contract,Shoreline - Habool,Al Habool,PH07,300000.0,5564.94,4.0,LP,Sea View / Park View
2016-10-07,2017-10-06,Rental Contracts,New Contract,Shoreline - Anbara,Al Anbara,J2,90000.0,721.18,1.0,1,Park View / Community View
2016-10-07,2017-10-06,Rental Contracts,Renewal,Tiara - Amber,Tiara Residences,405,242550.0,2264.94,3.0,4,Sea View / Community View
2016-10-07,2017-10-06,Rental Contracts,New Contract,Oceana - Atlantic,Oceana,606,250000.0,1711.46,2.0,7,Sea View / Garden View
2016-09-22,2017-10-06,Rental Contracts,Renewal,Shoreline - Al Das,Al Das,911,250000.16,2186.9,5.0,9,Street View / Community View
2016-10-07,2017-10-06,Rental Contracts,New Contract,Grandeur Residences Maurya,Marina Residences,C203,110000.0,1108.68,1.0,2,Sea View / Garden View
2016-10-07,2017-10-06,Rental Contracts,Renewal,Shoreline - Hamri,Al Hamri,403,185000.0,2163.54,3.0,4,Park View / Community View
2016-10-06,2017-10-05,Rental Contracts,New Contract,Canal Cove Villas,,PJCCE406,330000.0,4099.97,4.0,,
2016-10-06,2017-10-05,Rental Contracts,New Contract,Golden Mile 04,Golden Mile,FB10,658980.0,2045.79,,B1,Community View / Garden View
2016-10-06,2017-10-05,Rental Contracts,New Contract,Golden Mile 06,Golden Mile,6306,110000.0,1291.67,1.0,3,Community View / Garden View
2016-10-06,2017-10-05,Rental Contracts,New Contract,Club Vista Mare,Club Vista Mare,125,80000.0,602.78,0.0,1,Beach View / Sea View
2016-10-06,2017-10-05,Rental Contracts,New Contract,Tiara - Tanzanite,Tiara Residences,1101,175000.0,1679.17,2.0,11,Sea View / Community View
2016-10-06,2017-10-05,Rental Contracts,New Contract,The Fairmont Palm North Residences,The Fairmont Palm Residences,427,220000.0,1759.47,2.0,4,Sea View / Beach View
2016-10-06,2017-10-05,Rental Contracts,Renewal,Marina Residences 4,Al Mashraba,904,155000.0,1743.75,2.0,9,Sea View / Palm Jumeirah
2016-10-06,2017-10-05,Rental Contracts,New Contract,Grandeur Residences Maurya,Marina Residences,C209,115000.0,1119.45,1.0,2,Sea View / Garden View
2016-10-05,2017-10-04,Rental Contracts,New Contract,Shoreline - Al Khudrawi,Al Shirawi,404,135000.0,1140.97,1.0,4,Sea View / Beach View
2017-09-05,2017-10-04,Rental Contracts,Renewal,Tiara - Sapphire,Tiara Residences,503,127056.0,1295.97,1.0,5,Sea View / Community View
2016-10-05,2017-10-04,Rental Contracts,Renewal,Shoreline - Nabat,Al Nabat,504,140000.0,1136.99,1.0,5,Sea View / Beach View
2016-10-05,2017-10-04,Rental Contracts,Renewal,Garden Homes Frond L (Al Fara),Al Fahad,PJFRL030,450000.0,5000.05,4.0,,
2016-10-05,2017-10-04,Rental Contracts,Renewal,Marina Residences 4,Al Mashraba,409,170000.0,1927.49,2.0,4,Sea View / Palm Jumeirah
2016-10-05,2017-10-04,Rental Contracts,New Contract,Signature Villas Frond M (Al Sefri),Al Seef,PJFRM088,675000.0,6999.98,6.0,,
2016-10-05,2017-10-04,Rental Contracts,Renewal,Shoreline - Anbara,Al Anbara,907,170000.0,5252.78,2.0,9,Park View / Community View
2016-10-04,2017-10-03,Rental Contracts,Renewal,The Fairmont Palm North Residences,The Fairmont Palm Residences,822,210000.0,1717.16,2.0,8,
2016-10-04,2017-10-03,Rental Contracts,New Contract,Shoreline - Al Das,Al Das,304,135000.0,1144.63,2.0,3,Sea View / Beach View
2017-07-02,2017-10-03,Rental Contracts,Renewal,Shoreline - Shahla,,704,107684.0,1140.97,1.0,7,Park View / Community View
2016-10-04,2017-10-03,Rental Contracts,New Contract,Golden Mile 04,Golden Mile,OF15,445900.0,3595.36,,MEZ,Community View / Garden View
2017-04-04,2017-10-03,Rental Contracts,Renewal,Golden Mile 04,Golden Mile,4602,155000.0,1797.57,2.0,6,Community View / Garden View
2016-10-04,2017-10-03,Rental Contracts,New Contract,Golden Mile 09,Golden Mile,9111,155000.0,2440.39,2.0,1,Community View / Garden View
2016-10-04,2017-10-03,Rental Contracts,Renewal,Shoreline - Khushkar,Al Khushkar,409,120000.0,1140.97,1.0,4,Park View / Community View
2016-10-03,2017-10-02,Rental Contracts,New Contract,Shoreline - Shahla,,901,155000.0,4832.99,2.0,9,Sea View / Street View
2016-10-03,2017-10-02,Rental Contracts,New Contract,Golden Mile 04,Golden Mile,4107,135000.0,1937.5,2.0,1,Community View / Garden View
2016-10-03,2017-10-02,Rental Contracts,Renewal,Shoreline - Hamri,Al Hamri,108,180000.0,2238.89,3.0,1,Park View / Community View
2016-10-03,2017-10-02,Rental Contracts,New Contract,Shoreline - Jash Falqa,Jash Falqa,209,140000.0,1140.97,1.0,2,Sea View / Beach View
2016-10-03,2017-10-02,Rental Contracts,New Contract,Shoreline - Al Das,Al Das,PH12,315000.0,1589.07,,9,Sea View / Community View
2016-10-03,2017-10-02,Rental Contracts,New Contract,Shoreline - Abu Keibal,,410,182500.0,2152.78,3.0,4,Park View / Community View
2016-10-03,2017-10-02,Rental Contracts,Renewal,Golden Mile 02,Golden Mile,2111,175000.0,2604.22,2.0,1,Community View / Garden View
2016-10-03,2017-10-02,Rental Contracts,New Contract,Marina Residences 6,Al Malak,611,145000.0,1870.01,2.0,6,Sea View / Palm Jumeirah
2016-10-03,2017-10-02,Rental Contracts,Renewal,Tiara - Amber,Tiara Residences,1006,181913.0,1677.02,2.0,10,Sea View / Community View
2016-10-02,2017-10-01,Rental Contracts,New Contract,Emerald Kempinski Palm Jumeirah Residences & Hotel,Kempinski Residences,530,195000.0,1786.81,2.0,5,Sea View / Garden View
2016-10-02,2017-10-01,Rental Contracts,New Contract,Oceana - Atlantic,Oceana,403,150000.0,1334.72,1.0,5,Sea View / Garden View
2016-10-01,2017-10-01,Rental Contracts,New Contract,Canal Cove Villas,,PJCCW204,289223.0,4099.97,4.0,,
2016-10-01,2017-10-01,Rental Contracts,New Contract,Emerald Kempinski Palm Jumeirah Residences & Hotel,Kempinski Residences,G02,149598.0,1776.04,2.0,G,Sea View / Garden View
2016-10-02,2017-10-01,Rental Contracts,New Contract,Marina Residences 5,Al Khayali,1209,110000.0,1776.04,2.0,12,Sea View / Palm Jumeirah
2016-10-02,2017-10-01,Rental Contracts,New Contract,Shoreline - Jash Falqa,Jash Falqa,505,180000.0,1550.0,2.0,5,Sea View / Beach View
2016-10-02,2017-10-01,Rental Contracts,Renewal,Shoreline - Nabat,Al Nabat,309,140000.0,1136.99,1.0,3,Sea View / Beach View
2016-10-01,2017-10-01,Rental Contracts,Renewal,Marina Residences 1,Al Ramth,LG01,219909.0,2755.56,3.0,LG,Sea View / Palm Jumeirah
2016-10-02,2017-10-01,Rental Contracts,Renewal,The Fairmont Palm North Residences,The Fairmont Palm Residences,B107,200000.0,5209.73,3.0,B1,Community View / Garden View
2016-10-02,2017-10-01,Rental Contracts,Renewal,Shoreline - Msalli,Al Msalli,411,220000.0,2217.36,3.0,4,Street View / Community View
2016-10-02,2017-10-01,Rental Contracts,New Contract,Golden Mile 06,Golden Mile,6109,170000.0,2594.1,2.0,1,Community View / Garden View
2016-10-01,2017-09-30,Rental Contracts,Renewal,Tiara - Amber,Tiara Residences,204,130000.0,1298.99,1.0,2,Sea View / Community View
2016-10-01,2017-09-30,Rental Contracts,New Contract,Marina Residences 2,Al Nabat,1210,165000.0,1776.04,2.0,12,Sea View / Palm Jumeirah
